date,SO2 (ppm),PM10 (ug/m3),O3 (ppm),NO2 (ppm),CO (ppm),PM2.5 (ug/m3)
2020-02-20,0.006,65.0,0.009000000000000001,0.032,0.5,36.0
2020-02-21,0.006,72.0,0.01,0.034,0.5,39.0
2020-02-22,0.005,71.0,0.03,0.018000000000000002,0.1,26.0
2020-02-23,0.005,30.0,0.031,0.015,0.1,12.0
2020-02-24,0.005,34.0,0.011000000000000001,0.026000000000000002,0.3,17.0
2020-02-25,0.004,9.0,0.022000000000000002,0.018000000000000002,0.2,7.0
2020-02-26,0.003,26.0,0.02,0.021,0.1,11.0
2020-02-27,0.002,37.0,0.023,0.017,0.2,17.0
2020-02-28,0.002,27.0,0.009000000000000001,0.021,0.2,17.0
2020-02-29,0.003,34.0,0.01,0.021,0.2,17.0
2020-03-01,0.003,42.0,0.018000000000000002,0.016,0.2,27.0
2020-03-02,0.003,46.0,0.03,0.017,0.2,30.0
2020-03-03,0.003,49.0,0.022000000000000002,0.022000000000000002,0.3,30.0
2020-03-04,0.002,34.0,0.033,0.015,0.1,20.0
2020-03-05,0.003,38.0,0.032,0.018000000000000002,0.3,27.0
2020-03-06,0.003,37.0,0.012,0.027000000000000003,0.4,23.0
2020-03-07,0.003,42.0,0.009000000000000001,0.027000000000000003,0.4,25.0
2020-03-08,0.004,37.0,0.017,0.021,0.2,24.0
2020-03-09,0.004,50.0,0.013999999999999999,0.027999999999999997,0.3,32.0
2020-03-10,0.004,42.0,0.018000000000000002,0.024,0.1,29.0
2020-03-11,0.003,38.0,0.026000000000000002,0.017,0.2,11.0
2020-03-12,0.004,36.0,0.022000000000000002,0.019,0.3,11.0
2020-03-13,0.004,30.0,0.021,0.02,0.2,11.0
2020-03-14,0.003,33.0,0.032,0.016,0.2,12.0
2020-03-15,0.003,47.0,0.034,0.013000000000000001,0.2,18.0
2020-03-16,0.003,27.0,0.027000000000000003,0.016,0.2,12.0
2020-03-17,0.003,48.0,0.03,0.019,0.2,19.0
2020-03-18,0.002,51.0,0.02,0.025,0.1,24.0
2020-03-19,0.002,57.0,0.034,0.018000000000000002,0.2,18.0
2020-03-20,0.002,46.0,0.026000000000000002,0.017,0.1,8.0
2020-03-21,0.003,59.0,0.033,0.023,0.2,19.0
2020-03-22,0.002,48.0,0.047,0.012,0.1,21.0
2020-03-23,0.003,45.0,0.037000000000000005,0.018000000000000002,0.1,22.0
2020-03-24,0.003,61.0,0.031,0.023,0.4,32.0
2020-03-25,0.003,61.0,0.032,0.024,0.8,34.0
2020-03-26,0.003,43.0,0.023,0.022000000000000002,0.3,27.0
2020-03-27,0.003,34.0,0.012,0.018000000000000002,0.1,18.0
2020-03-28,0.003,39.0,0.022000000000000002,0.015,0.2,8.0
2020-03-29,0.002,36.0,0.03,0.013000000000000001,0.4,13.0
2020-03-30,0.003,36.0,0.035,0.016,0.2,16.0
2020-03-31,0.004,43.0,0.031,0.021,0.3,20.0
2020-04-01,0.003,49.0,0.035,0.018000000000000002,0.3,24.0
2020-04-02,0.002,41.0,0.032,0.017,0.3,21.0
2020-04-03,0.003,46.0,0.035,0.018000000000000002,0.3,25.0
2020-04-04,0.003,71.0,0.044000000000000004,0.013000000000000001,0.2,23.0
2020-04-05,0.002,36.0,0.035,0.013000000000000001,0.3,14.0
2020-04-06,0.002,45.0,0.033,0.018000000000000002,0.3,20.0
2020-04-07,0.003,59.0,0.042,0.016,0.3,20.0
2020-04-08,0.002,36.0,0.036000000000000004,0.013999999999999999,0.2,15.0
2020-04-09,0.002,38.0,0.033,0.016,0.5,18.0
2020-04-10,0.002,40.0,0.034,0.016,0.6,23.0
2020-04-11,0.003,43.0,0.037000000000000005,0.013999999999999999,0.4,26.0
2020-04-12,0.003,33.0,0.035,0.013000000000000001,0.4,19.0
2020-04-13,0.003,24.0,0.032,0.017,0.3,10.0
2020-04-14,0.003,30.0,0.033,0.019,0.4,20.0
2020-04-15,0.004,49.0,0.044000000000000004,0.021,0.5,29.0
2020-04-16,0.004,51.0,0.04,0.018000000000000002,0.4,29.0
2020-04-17,0.004,32.0,0.04,0.015,0.3,15.0
2020-04-18,0.004,41.0,0.043,0.012,0.4,20.0
2020-04-19,0.004,27.0,0.032,0.012,0.3,15.0
2020-04-20,0.004,20.0,0.031,0.016,0.4,9.0
2020-04-21,0.003,34.0,0.035,0.013000000000000001,0.3,7.0
2020-04-22,0.003,62.0,0.033,0.013000000000000001,0.4,7.0
2020-04-23,0.003,54.0,0.034,0.013999999999999999,0.4,11.0
2020-04-24,0.003,42.0,0.040999999999999995,0.013999999999999999,0.3,9.0
2020-04-25,0.004,64.0,0.064,0.013000000000000001,0.4,23.0
2020-04-26,0.003,31.0,0.043,0.011000000000000001,0.3,14.0
2020-04-27,0.003,31.0,0.037000000000000005,0.017,0.4,15.0
2020-04-28,0.003,38.0,0.039,0.017,0.4,19.0
2020-04-29,0.002,39.0,0.046,0.018000000000000002,0.4,19.0
2020-04-30,0.002,34.0,0.04,0.016,0.4,19.0
2020-05-01,0.003,40.0,0.031,0.013999999999999999,0.3,26.0
2020-05-02,0.003,32.0,0.03,0.015,0.3,23.0
2020-05-03,0.002,18.0,0.022000000000000002,0.012,0.3,18.0
2020-05-04,0.002,18.0,0.021,0.013999999999999999,0.3,15.0
2020-05-05,0.003,31.0,0.013999999999999999,0.015,0.4,29.0
2020-05-06,0.003,30.0,0.028999999999999998,0.013999999999999999,0.4,17.0
2020-05-07,0.003,22.0,0.043,0.013000000000000001,0.4,11.0
2020-05-08,0.003,22.0,0.037000000000000005,0.017,0.5,15.0
2020-05-09,0.003,7.0,0.024,0.013999999999999999,0.3,12.0
2020-05-10,0.003,20.0,0.034,0.011000000000000001,0.4,22.0
2020-05-11,0.003,50.0,0.044000000000000004,0.015,0.5,29.0
2020-05-12,0.003,47.0,0.047,0.012,0.4,24.0
2020-05-13,0.003,27.0,0.033,0.013999999999999999,0.4,11.0
2020-05-14,0.003,50.0,0.027000000000000003,0.02,0.4,15.0
2020-05-15,0.003,36.0,0.024,0.018000000000000002,0.4,17.0
2020-05-16,0.003,23.0,0.03,0.013999999999999999,0.4,24.0
2020-05-17,0.003,25.0,0.044000000000000004,0.013000000000000001,0.3,24.0
2020-05-18,0.003,23.0,0.037000000000000005,0.013999999999999999,0.4,19.0
2020-05-19,0.004,12.0,0.028999999999999998,0.012,0.4,8.0
2020-05-20,0.004,10.0,0.021,0.013999999999999999,0.4,8.0
2020-05-21,0.004,19.0,0.025,0.016,0.4,16.0
2020-05-22,0.004,32.0,0.027999999999999997,0.016,0.4,24.0
2020-05-23,0.004,29.0,0.028999999999999998,0.013999999999999999,0.4,24.0
2020-05-24,0.004,23.0,0.027999999999999997,0.011000000000000001,0.3,24.0
2020-05-25,0.004,30.0,0.027000000000000003,0.013999999999999999,0.4,28.0
2020-05-26,0.004,50.0,0.035,0.016,0.5,33.0
2020-05-27,0.004,27.0,0.042,0.013999999999999999,0.4,20.0
2020-05-28,0.003,29.0,0.037000000000000005,0.013999999999999999,0.4,26.0
2020-05-29,0.003,34.0,0.042,0.017,0.4,27.0
2020-05-30,0.003,29.0,0.042,0.016,0.4,24.0
2020-05-31,0.004,30.0,0.045,0.012,0.4,28.0
2020-06-01,0.004,13.0,0.031,0.013999999999999999,0.3,8.0
2020-06-02,0.004,16.0,0.021,0.017,0.4,11.0
2020-06-03,0.003,33.0,0.035,0.017,0.3,24.0
2020-06-04,0.001,35.0,0.042,0.022000000000000002,0.2,23.0
2020-06-05,0.001,53.0,0.048,0.025,0.3,28.0
2020-06-06,0.001,62.0,0.045,0.021,0.3,36.0
2020-06-07,0.001,52.0,0.04,0.018000000000000002,0.3,29.0
2020-06-08,0.001,58.0,0.044000000000000004,0.032,0.3,33.0
2020-06-09,0.002,54.0,0.049,0.032,0.4,35.0
2020-06-10,0.001,43.0,0.036000000000000004,0.03,0.3,34.0
2020-06-11,0.001,15.0,0.027000000000000003,0.026000000000000002,0.2,16.0
2020-06-12,0.001,42.0,0.011000000000000001,0.03,0.4,28.0
2020-06-13,0.001,13.0,0.02,0.022000000000000002,0.2,9.0
2020-06-14,0.001,8.0,0.024,0.015,0.2,6.0
2020-06-15,0.001,27.0,0.040999999999999995,0.02,0.3,19.0
2020-06-16,0.002,36.0,0.047,0.024,0.3,27.0
2020-06-17,0.003,36.0,0.036000000000000004,0.025,0.2,26.0
2020-06-18,0.003,29.0,0.03,0.022000000000000002,0.2,14.0
2020-06-19,0.003,18.0,0.048,0.024,0.2,19.0
2020-06-20,0.003,40.0,0.044000000000000004,0.022000000000000002,0.2,33.0
2020-06-21,0.003,30.0,0.037000000000000005,0.019,0.2,27.0
2020-06-22,0.003,33.0,0.038,0.027000000000000003,0.2,26.0
2020-06-23,0.003,40.0,0.047,0.028999999999999998,0.2,34.0
2020-06-24,0.003,23.0,0.023,0.024,0.2,19.0
2020-06-25,0.003,19.0,0.021,0.021,0.2,17.0
2020-06-26,0.002,20.0,0.032,0.018000000000000002,0.2,14.0
2020-06-27,0.003,26.0,0.028999999999999998,0.024,0.2,20.0
2020-06-28,0.003,29.0,0.035,0.018000000000000002,0.3,25.0
2020-06-29,0.002,22.0,0.026000000000000002,0.02,0.2,30.0
2020-06-30,0.001,4.0,0.025,0.02,0.2,5.0
2020-07-01,0.002,14.0,0.022000000000000002,0.02,0.2,9.0
2020-07-02,0.002,29.0,0.024,0.022000000000000002,0.3,23.0
2020-07-03,0.003,19.0,0.021,0.017,0.2,13.0
2020-07-04,0.002,8.0,0.021,0.013000000000000001,0.1,6.0
2020-07-05,0.002,15.0,0.026000000000000002,0.015,0.1,13.0
2020-07-06,0.003,15.0,0.019,0.019,0.2,15.0
2020-07-07,0.004,19.0,0.031,0.019,0.2,18.0
2020-07-08,0.004,27.0,0.027999999999999997,0.02,0.3,23.0
2020-07-09,0.003,28.0,0.03,0.019,0.2,25.0
2020-07-10,0.003,6.0,0.024,0.017,0.2,13.0
2020-07-11,0.003,17.0,0.031,0.018000000000000002,0.2,13.0
2020-07-12,0.003,7.0,0.025,0.011000000000000001,0.2,13.0
2020-07-13,0.002,5.0,0.026000000000000002,0.013000000000000001,0.2,5.0
2020-07-14,0.003,7.0,0.016,,0.2,8.0
2020-07-15,0.003,6.0,0.01,0.018000000000000002,0.2,7.0
2020-07-16,0.003,16.0,0.018000000000000002,0.022000000000000002,0.3,16.0
2020-07-17,0.004,34.0,0.022000000000000002,0.025,0.4,31.0
2020-07-18,0.004,26.0,0.024,0.018000000000000002,0.3,21.0
2020-07-19,0.004,13.0,0.022000000000000002,0.012,0.2,15.0
2020-07-20,0.004,8.0,0.018000000000000002,0.017,0.2,13.0
2020-07-21,0.003,15.0,0.03,0.023,0.3,14.0
2020-07-22,0.002,14.0,0.018000000000000002,0.02,0.3,17.0
2020-07-23,0.002,8.0,0.019,0.015,0.3,7.0
2020-07-24,0.002,4.0,0.018000000000000002,0.017,0.2,5.0
2020-07-25,0.002,7.0,0.011000000000000001,0.019,0.2,11.0
2020-07-26,0.002,10.0,0.011000000000000001,0.015,0.2,13.0
2020-07-27,0.002,12.0,0.015,0.016,0.3,20.0
2020-07-28,0.001,15.0,0.011000000000000001,0.018000000000000002,0.3,8.0
2020-07-29,0.002,15.0,0.003,0.017,0.3,6.0
2020-07-30,0.002,15.0,0.008,0.02,0.2,4.0
2020-07-31,0.002,23.0,0.006999999999999999,0.015,0.2,11.0
2020-08-01,0.002,17.0,0.005,0.013000000000000001,0.2,16.0
2020-08-02,0.002,9.0,0.009000000000000001,0.008,0.1,11.0
2020-08-03,0.002,17.0,0.006,0.013000000000000001,0.2,20.0
2020-08-04,0.002,23.0,0.004,0.013000000000000001,0.2,17.0
2020-08-05,0.003,25.0,0.003,0.013000000000000001,0.2,25.0
2020-08-06,0.003,8.0,0.012,0.015,0.2,12.0
2020-08-07,0.003,9.0,0.006999999999999999,0.023,0.3,15.0
2020-08-08,0.003,5.0,0.008,0.021,0.3,6.0
2020-08-09,0.003,6.0,0.006999999999999999,0.012,0.2,7.0
2020-08-10,0.004,5.0,0.003,0.013000000000000001,0.3,10.0
2020-08-11,0.003,7.0,0.011000000000000001,0.022000000000000002,0.3,14.0
2020-08-12,0.003,13.0,0.005,0.02,0.2,15.0
2020-08-13,0.003,14.0,0.012,0.018000000000000002,0.1,14.0
2020-08-14,0.004,25.0,0.022000000000000002,0.018000000000000002,0.1,19.0
2020-08-15,0.004,24.0,0.028999999999999998,0.017,0.1,17.0
2020-08-16,0.004,14.0,0.01,0.011000000000000001,0.1,11.0
2020-08-17,0.004,22.0,0.011000000000000001,0.016,0.1,16.0
2020-08-18,0.004,25.0,0.013999999999999999,0.018000000000000002,0.1,16.0
2020-08-19,0.003,32.0,0.013000000000000001,0.018000000000000002,0.2,20.0
2020-08-20,0.003,35.0,0.017,0.019,0.2,24.0
2020-08-21,0.003,38.0,0.022000000000000002,0.022000000000000002,0.2,24.0
2020-08-22,0.003,33.0,0.015,0.017,0.2,19.0
2020-08-23,0.003,21.0,0.017,0.013000000000000001,0.2,9.0
2020-08-24,0.003,25.0,0.017,0.018000000000000002,0.2,13.0
2020-08-25,0.003,23.0,0.01,0.017,0.2,15.0
2020-08-26,0.003,20.0,0.018000000000000002,0.012,0.2,11.0
2020-08-27,0.002,19.0,0.026000000000000002,0.015,0.2,9.0
2020-08-28,0.002,15.0,0.016,0.017,0.2,8.0
2020-08-29,0.002,10.0,0.01,0.013000000000000001,0.2,3.0
2020-08-30,0.002,11.0,0.009000000000000001,0.011000000000000001,0.2,2.0
2020-08-31,0.002,10.0,0.015,0.012,0.2,1.0
2020-09-01,0.002,17.0,0.019,0.013999999999999999,0.2,3.0
2020-09-02,0.002,15.0,0.009000000000000001,0.013000000000000001,0.2,6.0
2020-09-03,0.002,18.0,0.027999999999999997,0.012,0.2,8.0
2020-09-04,0.003,37.0,0.040999999999999995,0.02,0.3,18.0
2020-09-05,0.003,36.0,0.025,0.016,0.3,19.0
2020-09-06,0.003,13.0,0.027999999999999997,0.01,0.3,6.0
2020-09-07,0.003,12.0,0.032,0.011000000000000001,0.3,4.0
2020-09-08,0.003,47.0,0.043,0.016,0.3,25.0
2020-09-09,0.003,23.0,0.04,0.017,0.3,12.0
2020-09-10,0.003,29.0,0.027000000000000003,0.019,0.3,15.0
2020-09-11,0.003,34.0,0.018000000000000002,0.017,0.3,19.0
2020-09-12,0.003,19.0,0.017,0.013999999999999999,0.3,8.0
2020-09-13,0.003,18.0,0.018000000000000002,0.012,0.3,5.0
2020-09-14,0.003,20.0,0.005,0.011000000000000001,0.3,7.0
2020-09-15,,22.0,,,,10.0
2020-09-16,,22.0,,,,10.0
2020-09-17,,22.0,,,,10.0
2020-09-18,,22.0,,,,10.0
2020-09-19,,22.0,,,,10.0
2020-09-20,,22.0,,,,10.0
2020-09-21,,22.0,,,,10.0
2020-09-22,,22.0,,,,10.0
2020-09-23,,22.0,,,,10.0
2020-09-24,0.003,17.0,0.005,0.011000000000000001,0.3,6.0
2020-09-25,0.002,15.0,0.019,0.022000000000000002,0.3,5.0
2020-09-26,0.002,15.0,0.022000000000000002,0.02,0.3,6.0
2020-09-27,0.002,10.0,0.022000000000000002,0.016,0.3,4.0
2020-09-28,0.002,15.0,0.016,0.023,0.3,6.0
2020-09-29,0.002,25.0,0.025,0.027999999999999997,0.3,12.0
2020-09-30,0.002,28.0,0.026000000000000002,0.023,0.4,18.0
2020-10-01,0.002,26.0,0.036000000000000004,0.013000000000000001,0.3,17.0
2020-10-02,0.002,18.0,0.038,0.013000000000000001,0.3,11.0
2020-10-03,0.002,21.0,0.03,0.016,0.3,13.0
2020-10-04,0.002,33.0,0.033,0.016,0.4,19.0
2020-10-05,0.002,22.0,0.021,0.019,0.3,6.0
2020-10-06,0.002,19.0,0.019,0.02,0.4,7.0
2020-10-07,0.002,14.0,0.027999999999999997,0.013000000000000001,0.3,3.0
2020-10-08,0.002,13.0,0.034,0.013000000000000001,0.3,3.0
2020-10-09,0.002,34.0,0.040999999999999995,0.013000000000000001,0.3,5.0
2020-10-10,0.002,34.0,0.032,0.02,0.3,7.0
2020-10-11,0.002,34.0,0.03,0.018000000000000002,0.3,9.0
2020-10-12,0.002,27.0,0.024,0.024,0.4,18.0
2020-10-13,0.002,21.0,0.019,0.025,0.3,8.0
2020-10-14,0.003,34.0,0.013000000000000001,0.032,0.5,13.0
2020-10-15,0.003,40.0,0.013000000000000001,0.034,0.4,15.0
2020-10-16,0.003,53.0,0.006999999999999999,0.043,0.5,25.0
2020-10-17,0.002,41.0,0.021,0.032,0.5,24.0
2020-10-18,0.002,30.0,0.024,0.027999999999999997,0.4,16.0
2020-10-19,0.003,44.0,0.016,0.040999999999999995,0.5,22.0
2020-10-20,0.003,59.0,0.022000000000000002,0.039,0.5,35.0
2020-10-21,0.003,40.0,0.013999999999999999,0.035,0.5,20.0
2020-10-22,0.002,43.0,0.019,0.025,0.4,17.0
2020-10-23,0.002,23.0,0.023,0.022000000000000002,0.3,6.0
2020-10-24,0.003,22.0,0.019,0.025,0.4,6.0
2020-10-25,0.003,27.0,0.019,0.027999999999999997,0.4,9.0
2020-10-26,0.003,44.0,0.021,0.038,0.5,20.0
2020-10-27,0.003,66.0,0.022000000000000002,0.046,0.6,39.0
2020-10-28,0.003,64.0,0.022000000000000002,0.038,0.6,37.0
2020-10-29,0.003,38.0,0.011000000000000001,0.037000000000000005,0.5,11.0
2020-10-30,0.003,42.0,0.013999999999999999,0.037000000000000005,0.5,18.0
2020-10-31,0.002,36.0,0.017,0.035,0.5,13.0
2020-11-01,0.002,22.0,0.018000000000000002,0.027000000000000003,0.4,12.0
2020-11-02,0.003,37.0,0.013000000000000001,0.027999999999999997,0.5,10.0
2020-11-03,0.002,27.0,0.016,0.023,0.4,6.0
2020-11-04,0.003,33.0,0.012,0.031,0.4,9.0
2020-11-05,0.003,46.0,0.009000000000000001,0.040999999999999995,0.5,19.0
2020-11-06,0.003,60.0,0.006,0.046,0.7,26.0
2020-11-07,0.003,63.0,0.021,0.036000000000000004,0.6,27.0
2020-11-08,0.003,67.0,0.027999999999999997,0.02,0.4,22.0
2020-11-09,0.003,34.0,0.017,0.025,0.4,8.0
2020-11-10,0.003,37.0,0.017,0.03,0.4,12.0
2020-11-11,0.003,39.0,0.011000000000000001,0.037000000000000005,0.5,14.0
2020-11-12,0.003,47.0,0.011000000000000001,0.043,0.6,21.0
2020-11-13,0.004,66.0,0.015,0.046,0.7,38.0
2020-11-14,0.003,68.0,0.015,0.040999999999999995,0.7,42.0
2020-11-15,0.003,55.0,0.022000000000000002,0.032,0.6,32.0
2020-11-16,0.003,92.0,0.013999999999999999,0.046,0.7,63.0
2020-11-17,0.003,58.0,0.025,0.035,0.6,38.0
2020-11-18,0.002,44.0,0.01,0.03,0.6,25.0
2020-11-19,0.002,14.0,0.023,0.015,0.4,6.0
2020-11-20,0.002,25.0,0.019,0.019,0.3,9.0
2020-11-21,0.002,29.0,0.019,0.019,0.3,13.0
2020-11-22,0.002,25.0,0.017,0.019,0.4,12.0
2020-11-23,0.003,27.0,0.018000000000000002,0.021,0.3,11.0
2020-11-24,0.003,30.0,0.01,0.035,0.4,13.0
2020-11-25,0.003,42.0,0.011000000000000001,0.036000000000000004,0.6,20.0
2020-11-26,0.003,62.0,0.01,0.040999999999999995,0.6,37.0
2020-11-27,0.003,50.0,0.013000000000000001,0.033,0.5,29.0
2020-11-28,0.003,28.0,0.02,0.02,0.3,11.0
2020-11-29,0.003,26.0,0.018000000000000002,0.023,0.4,10.0
2020-11-30,0.004,35.0,0.013000000000000001,0.03,0.5,16.0
2020-12-01,0.004,45.0,0.009000000000000001,0.04,0.6,24.0
2020-12-02,0.004,42.0,0.01,0.040999999999999995,0.5,19.0
2020-12-03,0.003,34.0,0.016,0.03,0.5,14.0
2020-12-04,0.004,37.0,0.01,0.036000000000000004,0.5,15.0
2020-12-05,0.003,42.0,0.008,0.037000000000000005,0.6,20.0
2020-12-06,0.003,45.0,0.011000000000000001,0.033,0.6,26.0
2020-12-07,0.004,63.0,0.015,0.036000000000000004,0.6,38.0
2020-12-08,0.004,39.0,0.015,0.033,0.5,19.0
2020-12-09,0.004,44.0,0.008,0.040999999999999995,0.6,21.0
2020-12-10,0.004,53.0,0.009000000000000001,0.040999999999999995,0.6,27.0
2020-12-11,0.004,78.0,0.013000000000000001,0.040999999999999995,0.7,51.0
2020-12-12,0.004,61.0,0.025,0.027999999999999997,0.5,33.0
2020-12-13,0.003,45.0,0.018000000000000002,0.028999999999999998,0.5,26.0
2020-12-14,0.003,27.0,0.02,0.016,0.3,9.0
2020-12-15,0.003,27.0,0.018000000000000002,0.017,0.3,9.0
2020-12-16,0.003,28.0,0.017,0.021,0.4,10.0
2020-12-17,0.004,33.0,0.009000000000000001,0.031,0.5,12.0
2020-12-18,0.003,41.0,0.011000000000000001,0.032,0.5,19.0
2020-12-19,0.003,30.0,0.018000000000000002,0.021,0.4,10.0
2020-12-20,0.004,32.0,0.012,0.03,0.5,14.0
2020-12-21,0.004,47.0,0.008,0.037000000000000005,0.6,24.0
2020-12-22,0.004,57.0,0.01,0.038,0.7,34.0
2020-12-23,0.004,80.0,0.009000000000000001,0.048,0.8,50.0
2020-12-24,0.003,59.0,0.015,0.038,0.6,31.0
2020-12-25,0.003,33.0,0.018000000000000002,0.026000000000000002,0.4,12.0
2020-12-26,0.004,47.0,0.006,0.038,0.7,17.0
2020-12-27,0.004,57.0,0.006999999999999999,0.036000000000000004,0.7,30.0
2020-12-28,0.004,51.0,0.006999999999999999,0.038,0.7,27.0
2020-12-29,0.003,65.0,0.01,0.034,0.7,42.0
2020-12-30,0.002,31.0,0.022000000000000002,0.015,0.3,10.0
2020-12-31,0.003,37.0,0.013999999999999999,0.023,0.4,12.0
2021-01-01,0.003,38.0,0.005,0.034,0.6,22.0
2021-01-02,0.003,51.0,0.013999999999999999,0.028999999999999998,0.5,23.0
2021-01-03,0.004,47.0,0.013000000000000001,0.028999999999999998,0.5,18.0
2021-01-04,0.004,52.0,0.006,0.04,0.7,28.0
2021-01-05,0.004,43.0,0.016,0.03,0.5,24.0
2021-01-06,0.003,28.0,0.016,0.027999999999999997,0.4,12.0
2021-01-07,0.003,20.0,0.024,0.013000000000000001,0.3,11.0
2021-01-08,0.004,20.0,0.013000000000000001,0.022000000000000002,0.4,11.0
2021-01-09,0.004,25.0,0.011000000000000001,0.027000000000000003,0.5,15.0
2021-01-10,0.004,27.0,0.008,0.032,0.6,18.0
2021-01-11,0.005,42.0,0.005,0.046,0.7,32.0
2021-01-12,0.003,46.0,0.011000000000000001,0.040999999999999995,0.6,34.0
2021-01-13,0.003,87.0,0.012,0.047,0.7,37.0
2021-01-14,0.004,113.0,0.009000000000000001,0.044000000000000004,0.6,38.0
2021-01-15,0.004,74.0,0.018000000000000002,0.038,0.6,33.0
2021-01-16,0.002,80.0,0.027000000000000003,0.02,0.3,36.0
2021-01-17,0.002,20.0,0.028999999999999998,0.017,0.2,8.0
2021-01-18,0.003,38.0,0.022000000000000002,0.027000000000000003,0.3,19.0
2021-01-19,0.003,43.0,0.017,0.032,0.3,12.0
2021-01-20,0.004,52.0,0.006999999999999999,0.044000000000000004,0.6,21.0
2021-01-21,0.004,56.0,0.005,0.053,0.9,36.0
2021-01-22,0.003,39.0,0.006,0.042,0.6,33.0
2021-01-23,0.002,38.0,0.02,0.024,0.4,25.0
2021-01-24,0.002,27.0,0.026000000000000002,0.024,0.3,7.0
2021-01-25,0.003,39.0,0.018000000000000002,0.033,0.3,9.0
2021-01-26,0.003,25.0,0.015,0.031,0.4,14.0
2021-01-27,0.003,59.0,0.021,0.028999999999999998,0.4,21.0
2021-01-28,0.003,42.0,0.018000000000000002,0.028999999999999998,0.4,17.0
2021-01-29,0.003,40.0,0.023,0.022000000000000002,0.3,10.0
2021-01-30,0.003,75.0,0.012,0.038,0.6,24.0
2021-01-31,0.004,64.0,0.011000000000000001,0.04,0.7,24.0
2021-02-01,0.003,89.0,0.02,0.035,0.6,50.0
2021-02-02,0.003,41.0,0.03,0.019,0.4,17.0
2021-02-03,0.003,38.0,0.025,0.024,0.4,14.0
2021-02-04,0.003,40.0,0.026000000000000002,0.026000000000000002,0.4,15.0
2021-02-05,0.003,44.0,0.013999999999999999,0.038,0.5,13.0
2021-02-06,0.003,56.0,0.023,0.033,0.5,28.0
2021-02-07,0.003,90.0,0.036000000000000004,0.022000000000000002,0.5,55.0
2021-02-08,0.003,32.0,0.027999999999999997,0.02,0.4,12.0
2021-02-09,0.003,34.0,0.022000000000000002,0.027999999999999997,0.4,12.0
2021-02-10,0.003,43.0,0.017,0.036000000000000004,0.5,19.0
2021-02-11,0.003,60.0,0.016,0.036000000000000004,0.6,32.0
2021-02-12,0.004,66.0,0.019,0.036000000000000004,0.6,40.0
2021-02-13,0.005,79.0,0.021,0.040999999999999995,0.7,51.0
2021-02-14,0.004,66.0,0.018000000000000002,0.038,0.6,39.0
2021-02-15,0.003,43.0,0.034,0.019,0.3,24.0
2021-02-16,0.003,23.0,0.028999999999999998,0.021,0.3,9.0
2021-02-17,0.003,33.0,0.03,0.015,0.3,9.0
2021-02-18,0.003,37.0,0.027000000000000003,0.02,0.3,10.0
2021-02-19,0.004,38.0,0.027000000000000003,0.032,0.4,17.0
2021-02-20,0.004,82.0,0.037000000000000005,0.031,0.5,42.0
2021-02-21,0.004,81.0,0.027999999999999997,0.036000000000000004,0.6,38.0
2021-02-22,0.004,65.0,0.033,0.028999999999999998,0.4,26.0
2021-02-23,0.004,51.0,0.03,0.022000000000000002,0.3,13.0
2021-02-24,0.004,51.0,0.02,0.033,0.4,17.0
2021-02-25,0.004,53.0,0.013000000000000001,0.037000000000000005,0.6,25.0
2021-02-26,0.003,47.0,0.028999999999999998,0.025,0.4,17.0
2021-02-27,0.002,23.0,0.044000000000000004,0.01,0.3,7.0
2021-02-28,0.003,21.0,0.031,0.021,0.4,8.0
2021-03-01,0.003,13.0,0.018000000000000002,0.026000000000000002,0.5,10.0
2021-03-02,0.003,20.0,0.025,0.023,0.4,6.0
2021-03-03,0.003,39.0,0.015,0.028999999999999998,0.4,15.0
2021-03-04,0.003,37.0,0.012,0.033,0.5,17.0
2021-03-05,0.003,56.0,0.02,0.033,0.5,24.0
2021-03-06,0.003,43.0,0.03,0.019,0.4,17.0
2021-03-07,0.003,36.0,0.035,0.018000000000000002,0.4,13.0
2021-03-08,0.003,75.0,0.023,0.03,0.6,42.0
2021-03-09,0.004,67.0,0.03,0.028999999999999998,0.5,35.0
2021-03-10,0.003,67.0,0.032,0.034,0.5,35.0
2021-03-11,0.004,71.0,0.04,0.036000000000000004,0.6,38.0
2021-03-12,0.003,46.0,0.03,0.034,0.5,32.0
2021-03-13,0.003,47.0,0.026000000000000002,0.026000000000000002,0.5,22.0
2021-03-14,0.003,63.0,0.037000000000000005,0.022000000000000002,0.6,39.0
2021-03-15,0.003,68.0,0.032,0.028999999999999998,0.6,38.0
2021-03-16,0.003,74.0,0.045,0.018000000000000002,0.4,15.0
2021-03-17,0.003,95.0,0.027000000000000003,0.03,0.5,17.0
2021-03-18,0.003,88.0,0.039,0.025,0.5,22.0
2021-03-19,0.003,46.0,0.048,0.016,0.3,9.0
2021-03-20,0.003,21.0,0.034,0.022000000000000002,0.4,9.0
2021-03-21,0.003,51.0,0.047,0.015,0.5,26.0
2021-03-22,0.003,46.0,0.042,0.019,0.4,14.0
2021-03-23,0.004,99.0,0.045,0.024,0.5,28.0
2021-03-24,0.003,57.0,0.033,0.032,0.5,17.0
2021-03-25,0.003,54.0,0.03,0.03,0.4,16.0
2021-03-26,0.003,78.0,0.024,0.036000000000000004,0.4,27.0
2021-03-27,0.003,44.0,0.02,0.033,0.4,20.0
