date,SO2 (ppm),PM10 (ug/m3),O3 (ppm),NO2 (ppm),CO (ppm),PM2.5 (ug/m3)
2021-03-28,0.002,15.0,0.033,0.017,0.4,10.0
2021-03-29,0.003,409.0,0.03,0.019,0.4,65.0
2021-03-30,0.004,152.0,0.023,0.027000000000000003,0.4,29.0
2021-03-31,0.003,51.0,0.019,0.036000000000000004,0.4,16.0
2021-04-01,0.003,61.0,0.038,0.016,0.3,12.0
2021-04-02,0.003,57.0,0.040999999999999995,0.017,0.3,13.0
2021-04-03,0.003,31.0,0.023,0.024,0.4,15.0
2021-04-04,0.003,9.0,0.028999999999999998,0.012,0.3,2.0
2021-04-05,0.003,20.0,0.022000000000000002,0.02,0.3,5.0
2021-04-06,0.003,37.0,0.028999999999999998,0.025,0.4,14.0
2021-04-07,0.004,55.0,0.034,0.026000000000000002,0.4,23.0
2021-04-08,0.003,38.0,0.034,0.022000000000000002,0.4,15.0
2021-04-09,0.003,32.0,0.03,0.019,0.3,11.0
2021-04-10,0.003,40.0,0.042,0.017,0.3,14.0
2021-04-11,0.003,41.0,0.035,0.02,0.4,17.0
2021-04-12,0.003,25.0,0.026000000000000002,0.024,0.3,10.0
2021-04-13,0.003,13.0,0.035,0.015,0.3,5.0
2021-04-14,0.003,31.0,0.045,0.017,0.3,10.0
2021-04-15,0.003,39.0,0.04,0.027000000000000003,0.3,12.0
2021-04-16,0.003,46.0,0.038,0.025,0.4,14.0
2021-04-17,0.003,90.0,0.031,0.019,0.3,19.0
2021-04-18,0.003,29.0,0.045,0.013000000000000001,0.3,9.0
2021-04-19,0.004,46.0,0.055999999999999994,0.022000000000000002,0.4,15.0
2021-04-20,0.004,68.0,0.064,0.032,0.5,27.0
2021-04-21,0.004,64.0,0.051,0.034,0.5,26.0
2021-04-22,0.004,59.0,0.048,0.025,0.4,21.0
2021-04-23,0.003,36.0,0.040999999999999995,0.016,0.3,9.0
2021-04-24,0.003,27.0,0.042,0.017,0.3,9.0
2021-04-25,0.003,32.0,0.034,0.013999999999999999,0.3,11.0
2021-04-26,0.003,23.0,0.037000000000000005,0.016,0.3,7.0
2021-04-27,0.003,38.0,0.034,0.022000000000000002,0.3,14.0
2021-04-28,0.003,85.0,0.037000000000000005,0.02,0.3,21.0
2021-04-29,0.003,77.0,0.042,0.021,0.4,21.0
2021-04-30,0.003,46.0,0.051,0.015,0.3,15.0
2021-05-01,0.003,38.0,0.033,0.017,0.4,14.0
2021-05-02,0.003,18.0,0.04,0.012,0.3,7.0
2021-05-03,0.003,19.0,0.036000000000000004,0.018000000000000002,0.3,7.0
2021-05-04,0.003,28.0,0.025,0.024,0.4,11.0
2021-05-05,0.003,37.0,0.039,0.013000000000000001,0.3,10.0
2021-05-06,0.003,70.0,0.034,0.023,0.4,14.0
2021-05-07,0.003,207.0,0.032,0.02,0.4,60.0
2021-05-08,0.003,428.0,0.044000000000000004,0.013999999999999999,0.3,99.0
2021-05-09,0.003,103.0,0.04,0.013999999999999999,0.3,22.0
2021-05-10,0.003,21.0,0.026000000000000002,0.021,0.3,7.0
2021-05-11,0.003,15.0,0.038,0.015,0.3,6.0
2021-05-12,0.003,20.0,0.044000000000000004,0.016,0.3,6.0
2021-05-13,0.004,36.0,0.040999999999999995,0.027000000000000003,0.4,16.0
2021-05-14,0.003,53.0,0.05,0.027000000000000003,0.4,30.0
2021-05-15,0.003,24.0,0.055,0.017,0.4,18.0
2021-05-16,0.003,2.0,0.11599999999999999,0.017,0.3,4.0
2021-05-17,0.003,7.0,0.032,0.015,0.3,4.0
2021-05-18,0.003,27.0,0.033,0.018000000000000002,0.4,14.0
2021-05-19,0.004,36.0,0.045,0.019,0.4,18.0
2021-05-20,0.003,22.0,0.035,0.023,0.4,13.0
2021-05-21,0.003,14.0,0.039,0.018000000000000002,0.4,7.0
2021-05-22,0.003,27.0,0.048,0.016,0.3,13.0
2021-05-23,0.004,32.0,0.047,0.016,0.4,19.0
2021-05-24,0.004,82.0,0.04,0.02,0.4,30.0
2021-05-25,0.003,109.0,0.039,0.017,0.4,31.0
2021-05-26,0.003,37.0,0.035,0.022000000000000002,0.4,10.0
2021-05-27,0.003,31.0,0.039,0.018000000000000002,0.4,14.0
2021-05-28,0.003,37.0,0.032,0.021,0.5,16.0
2021-05-29,0.003,30.0,0.046,0.018000000000000002,0.4,12.0
2021-05-30,0.003,33.0,0.047,0.016,0.4,14.0
2021-05-31,0.003,35.0,0.040999999999999995,0.027000000000000003,0.4,15.0
2021-06-01,0.003,40.0,0.035,0.023,0.4,20.0
2021-06-02,0.003,41.0,0.044000000000000004,0.023,0.4,22.0
2021-06-03,0.003,20.0,0.03,0.022000000000000002,0.4,14.0
2021-06-04,0.003,22.0,0.044000000000000004,0.017,0.4,8.0
2021-06-05,0.003,65.0,0.066,0.019,0.5,38.0
2021-06-06,0.003,56.0,0.063,0.016,0.4,30.0
2021-06-07,0.003,43.0,0.049,0.024,0.4,21.0
2021-06-08,0.003,43.0,0.046,0.019,0.4,25.0
2021-06-09,0.003,39.0,0.053,0.016,0.4,24.0
2021-06-10,0.003,41.0,0.05,0.013999999999999999,0.4,25.0
2021-06-11,0.002,20.0,0.065,0.009000000000000001,0.4,15.0
2021-06-12,0.003,33.0,0.07400000000000001,0.004,0.4,24.0
2021-06-13,0.003,43.0,0.10300000000000001,0.004,0.4,33.0
2021-06-14,0.003,46.0,0.07200000000000001,0.01,0.4,35.0
2021-06-15,0.003,27.0,0.044000000000000004,0.009000000000000001,0.4,16.0
2021-06-16,0.003,10.0,0.044000000000000004,0.01,0.3,2.0
2021-06-17,0.003,13.0,0.027999999999999997,0.017,0.3,5.0
2021-06-18,0.003,14.0,0.025,0.018000000000000002,0.4,7.0
2021-06-19,0.003,29.0,0.047,0.018000000000000002,0.4,15.0
2021-06-20,0.003,30.0,0.054000000000000006,0.015,0.4,16.0
2021-06-21,0.003,45.0,0.06,0.019,0.4,28.0
2021-06-22,0.003,23.0,0.038,0.023,0.4,11.0
2021-06-23,0.003,32.0,0.026000000000000002,0.019,0.4,19.0
2021-06-24,0.003,31.0,0.03,0.018000000000000002,0.4,14.0
2021-06-25,0.003,30.0,0.037000000000000005,0.021,0.4,14.0
2021-06-26,0.003,19.0,0.036000000000000004,0.018000000000000002,0.4,10.0
2021-06-27,0.003,22.0,0.04,0.013999999999999999,0.4,13.0
2021-06-28,0.003,24.0,0.038,0.018000000000000002,0.4,15.0
2021-06-29,0.003,25.0,0.037000000000000005,0.019,0.4,16.0
2021-06-30,0.003,38.0,0.034,0.024,0.4,23.0
