,date,TPM2.5,TPM10,JPM2.5,JPM10,BPM2.5,BPM10,교통량합계,평균기온(°C),일강수량(mm),평균 풍속(m/s),SO2 (ppm),PM10 (ug/m3),O3 (ppm),NO2 (ppm),CO (ppm),PM2.5 (ug/m3)
1365,2021-02-25,73,94,57,72,80,77,91666.0,4.8,0.0,0.6,0.004,53.0,0.013,0.037,0.6,25.0
1366,2021-02-26,90,110,98,135,131,109,97749.0,8.7,0.0,1.6,0.003,47.0,0.0289999999999999,0.025,0.4,17.0
1367,2021-02-27,86,100,49,79,121,99,92111.0,8.7,0.0,2.1,0.002,23.0,0.044,0.01,0.3,7.0
1368,2021-02-28,79,88,41,65,95,70,73738.0,7.4,0.0,0.8,0.003,21.0,0.031,0.021,0.4,8.0
1369,2021-03-01,16,19,16,25,22,17,69284.0,8.3,44.5,1.1,0.003,13.0,0.018,0.026,0.5,10.0
1370,2021-03-02,67,77,37,64,61,54,91499.0,2.9,0.0,1.5,0.003,20.0,0.025,0.023,0.4,6.0
1371,2021-03-03,99,116,34,67,114,101,92285.0,4.3,0.0,0.6,0.003,39.0,0.015,0.0289999999999999,0.4,15.0
1372,2021-03-04,100,129,46,86,151,130,90470.0,5.8,2.5,0.5,0.003,37.0,0.012,0.033,0.5,17.0
1373,2021-03-05,69,97,50,115,110,101,96145.0,8.8,0.0,0.9,0.003,56.0,0.02,0.033,0.5,24.0
1374,2021-03-06,14,41,25,72,22,52,89789.0,7.7,0.0,1.5,0.003,43.0,0.03,0.019,0.4,17.0
1375,2021-03-07,45,74,54,101,57,73,73760.0,6.9,0.0,1.1,0.003,36.0,0.035,0.018,0.4,13.0
1376,2021-03-08,97,125,102,169,89,84,92845.0,8.0,0.0,0.7,0.003,75.0,0.023,0.03,0.6,42.0
1377,2021-03-09,163,198,71,119,144,112,92041.0,8.1,0.0,1.0,0.004,67.0,0.03,0.0289999999999999,0.5,35.0
1378,2021-03-10,98,112,59,94,191,136,94176.0,9.4,0.0,1.0,0.003,67.0,0.032,0.034,0.5,35.0
1379,2021-03-11,82,99,61,91,122,81,92730.0,11.2,0.0,0.9,0.004,71.0,0.04,0.036,0.6,38.0
1380,2021-03-12,88,100,55,80,104,69,92165.0,8.4,14.0,1.1,0.003,46.0,0.03,0.034,0.5,32.0
1381,2021-03-13,83,96,79,116,103,61,90849.0,8.8,0.0,0.8,0.003,47.0,0.026,0.026,0.5,22.0
1382,2021-03-14,126,139,72,107,130,96,74266.0,9.4,0.0,0.9,0.003,63.0,0.037,0.022,0.6,39.0
1383,2021-03-15,203,885,126,490,207,1630,92264.0,11.6,0.0,1.1,0.003,68.0,0.032,0.0289999999999999,0.6,38.0
1384,2021-03-16,40,208,124,800,37,177,94450.0,11.5,0.5,1.7,0.003,74.0,0.045,0.018,0.4,15.0
1385,2021-03-17,36,177,80,418,63,312,94138.0,9.9,0.0,1.0,0.003,95.0,0.027,0.03,0.5,17.0
1386,2021-03-18,46,94,52,146,57,120,93222.0,12.5,0.0,1.0,0.003,88.0,0.039,0.025,0.5,22.0
1387,2021-03-19,75,106,50,107,72,88,97117.0,13.6,0.0,1.6,0.003,46.0,0.048,0.016,0.3,9.0
1388,2021-03-20,41,79,59,118,29,88,87047.0,9.0,6.0,1.0,0.003,21.0,0.034,0.022,0.4,9.0
1389,2021-03-21,8,35,11,73,7,33,74947.0,6.7,0.0,2.5,0.003,51.0,0.047,0.015,0.5,26.0
1390,2021-03-22,37,230,22,102,28,212,95065.0,6.7,0.0,2.5,0.003,46.0,0.042,0.019,0.4,14.0
1391,2021-03-23,51,118,26,103,38,121,93836.0,9.5,0.0,1.8,0.004,99.0,0.045,0.024,0.5,28.0
1392,2021-03-24,48,122,47,139,40,161,93279.0,11.1,0.0,1.2,0.003,57.0,0.033,0.032,0.5,17.0
1393,2021-03-25,87,163,62,155,59,119,93468.0,12.6,0.0,1.0,0.003,54.0,0.03,0.03,0.4,16.0
1394,2021-03-26,105,160,63,130,136,157,97408.0,14.5,0.0,0.8,0.003,78.0,0.024,0.036,0.4,27.0
1395,2021-03-27,105,120,88,126,134,112,87934.0,12.5,15.5,0.7,0.003,44.0,0.02,0.033,0.4,20.0
1396,2021-03-28,124,526,132,551,128,795,70424.0,10.2,2.0,2.3,0.002,15.0,0.033,0.017,0.4,10.0
1397,2021-03-29,24,137,74,359,22,126,92560.0,12.3,0.0,2.0,0.003,409.0,0.03,0.019,0.4,65.0
1398,2021-03-30,58,198,50,184,55,230,93763.0,12.8,0.0,1.1,0.004,152.0,0.023,0.027,0.4,29.0
1399,2021-03-31,87,225,54,178,53,176,95183.0,14.5,0.0,0.9,0.003,51.0,0.019,0.036,0.4,16.0
1400,2021-04-01,46,112,47,132,72,172,93133.0,15.5,0.0,2.3,0.003,61.0,0.038,0.016,0.3,12.0
1401,2021-04-02,73,124,26,50,36,67,96890.0,17.7,0.0,1.8,0.003,57.0,0.0409999999999999,0.017,0.3,13.0
1402,2021-04-03,30,45,13,32,12,29,83869.0,16.5,23.0,0.9,0.003,31.0,0.023,0.024,0.4,15.0
1403,2021-04-04,27,57,24,58,7,30,71222.0,11.7,7.0,1.4,0.003,9.0,0.0289999999999999,0.012,0.3,2.0
1404,2021-04-05,50,77,26,62,30,70,94972.0,11.4,0.0,1.3,0.003,20.0,0.022,0.02,0.3,5.0
1405,2021-04-06,46,73,36,77,32,62,92658.0,13.1,0.0,1.5,0.003,37.0,0.0289999999999999,0.025,0.4,14.0
1406,2021-04-07,47,85,61,129,38,80,91459.0,14.6,0.0,1.2,0.004,55.0,0.034,0.026,0.4,23.0
1407,2021-04-08,30,66,73,143,35,74,91697.0,13.5,0.0,1.4,0.003,38.0,0.034,0.022,0.4,15.0
1408,2021-04-09,41,78,71,127,40,77,96293.0,12.0,0.0,1.7,0.003,32.0,0.03,0.019,0.3,11.0
1409,2021-04-10,72,110,46,96,67,102,89300.0,13.0,0.0,1.3,0.003,40.0,0.042,0.017,0.3,14.0
1410,2021-04-11,58,94,30,66,58,94,73045.0,15.6,0.0,1.1,0.003,41.0,0.035,0.02,0.4,17.0
1411,2021-04-12,49,81,48,85,45,72,88745.0,13.6,14.0,1.2,0.003,25.0,0.026,0.024,0.3,10.0
1412,2021-04-13,8,25,18,58,6,27,91197.0,11.4,2.0,2.8,0.003,13.0,0.035,0.015,0.3,5.0
1413,2021-04-14,28,73,22,64,24,85,91777.0,9.4,0.0,1.9,0.003,31.0,0.045,0.017,0.3,10.0
1414,2021-04-15,68,192,47,148,70,311,91287.0,11.4,0.0,1.0,0.003,39.0,0.04,0.027,0.3,12.0
1415,2021-04-16,56,257,103,589,35,165,92743.0,11.9,0.0,1.4,0.003,46.0,0.038,0.025,0.4,14.0
1416,2021-04-17,13,50,22,74,10,35,88477.0,10.4,0.0,1.9,0.003,90.0,0.031,0.019,0.3,19.0
1417,2021-04-18,34,94,25,78,27,81,73271.0,10.8,0.0,2.4,0.003,29.0,0.045,0.013,0.3,9.0
1418,2021-04-19,57,132,32,92,55,133,93327.0,13.3,0.0,1.8,0.004,46.0,0.0559999999999999,0.022,0.4,15.0
1419,2021-04-20,69,137,36,94,51,122,91205.0,15.7,0.0,1.0,0.004,68.0,0.064,0.032,0.5,27.0
1420,2021-04-21,47,83,25,62,39,76,91071.0,19.8,0.0,1.2,0.004,64.0,0.051,0.034,0.5,26.0
1421,2021-04-22,30,42,41,62,32,41,89713.0,22.0,0.0,1.5,0.004,59.0,0.048,0.025,0.4,21.0
1422,2021-04-23,18,28,25,40,24,37,94381.0,19.1,0.0,2.3,0.003,36.0,0.0409999999999999,0.016,0.3,9.0
1423,2021-04-24,46,67,31,56,20,42,89168.0,18.4,0.0,1.4,0.003,27.0,0.042,0.017,0.3,9.0
1424,2021-04-25,37,59,40,84,39,59,73965.0,17.6,0.0,1.4,0.003,32.0,0.034,0.0139999999999999,0.3,11.0
1425,2021-04-26,40,64,41,61,40,68,92225.0,17.1,0.0,1.4,0.003,23.0,0.037,0.016,0.3,7.0
1426,2021-04-27,37,109,59,185,27,109,90785.0,16.5,0.0,1.1,0.003,38.0,0.034,0.022,0.3,14.0
1427,2021-04-28,17,62,34,119,14,66,91888.0,17.0,0.0,1.6,0.003,85.0,0.037,0.02,0.3,21.0
1428,2021-04-29,27,85,31,128,16,66,92480.0,16.5,1.0,1.8,0.003,77.0,0.042,0.021,0.4,21.0
1429,2021-04-30,19,42,30,100,13,30,96554.0,13.3,0.0,3.1,0.003,46.0,0.051,0.015,0.3,15.0
1430,2021-05-01,23,45,25,71,9,29,86194.0,10.8,0.5,2.1,0.003,38.0,0.033,0.017,0.4,14.0
1431,2021-05-02,22,49,17,50,13,45,74307.0,12.5,3.5,1.6,0.003,18.0,0.04,0.012,0.3,7.0
1432,2021-05-03,30,56,32,69,35,79,94030.0,15.1,0.0,1.4,0.003,19.0,0.036,0.018,0.3,7.0
1433,2021-05-04,24,56,46,120,13,65,92461.0,17.1,4.5,0.9,0.003,28.0,0.025,0.024,0.4,11.0
1434,2021-05-05,21,83,26,112,27,99,80206.0,15.2,2.0,2.3,0.003,37.0,0.039,0.013,0.3,10.0
1435,2021-05-06,73,300,38,160,91,368,92013.0,15.9,0.0,1.0,0.003,70.0,0.034,0.023,0.4,14.0
1436,2021-05-07,71,227,157,638,68,202,99260.0,15.2,3.0,2.0,0.003,207.0,0.032,0.02,0.4,60.0
1437,2021-05-08,57,159,103,333,39,115,92996.0,16.2,0.0,2.6,0.003,428.0,0.044,0.0139999999999999,0.3,99.0
1438,2021-05-09,25,63,42,121,20,55,77349.0,17.0,0.0,2.0,0.003,103.0,0.04,0.0139999999999999,0.3,22.0
1439,2021-05-10,17,45,52,138,21,56,89088.0,12.6,9.5,0.9,0.003,21.0,0.026,0.021,0.3,7.0
1440,2021-05-11,23,40,40,82,23,48,89549.0,15.9,6.0,1.6,0.003,15.0,0.038,0.015,0.3,6.0
1441,2021-05-12,29,57,53,110,15,49,93166.0,20.0,0.0,1.4,0.003,20.0,0.044,0.016,0.3,6.0
1442,2021-05-13,41,64,53,99,42,70,93109.0,22.6,0.0,0.9,0.004,36.0,0.0409999999999999,0.027,0.4,16.0
1443,2021-05-14,39,60,44,82,40,75,96973.0,23.8,0.0,1.2,0.003,53.0,0.05,0.027,0.4,30.0
1444,2021-05-15,25,40,35,76,11,31,88716.0,22.8,2.0,1.0,0.003,24.0,0.055,0.017,0.4,18.0
1445,2021-05-16,6,18,9,27,4,23,66326.0,21.4,41.0,1.2,0.003,2.0,0.1159999999999999,0.017,0.3,4.0
1446,2021-05-17,19,45,14,40,12,44,89436.0,16.4,3.0,1.7,0.003,7.0,0.032,0.015,0.3,4.0
1447,2021-05-18,31,65,18,46,20,62,94695.0,18.7,0.0,1.0,0.003,27.0,0.033,0.018,0.4,14.0
1448,2021-05-19,30,68,36,70,31,77,79577.0,21.0,0.0,1.1,0.004,36.0,0.045,0.019,0.4,18.0
1449,2021-05-20,52,83,32,59,37,73,88962.0,16.9,6.5,1.2,0.003,22.0,0.035,0.023,0.4,13.0
1450,2021-05-21,52,81,29,56,36,69,93299.0,15.2,1.0,2.1,0.003,14.0,0.039,0.018,0.4,7.0
1451,2021-05-22,46,82,32,67,32,85,88800.0,19.1,0.0,1.4,0.003,27.0,0.048,0.016,0.3,13.0
1452,2021-05-23,66,229,60,216,52,192,72388.0,20.8,0.0,0.8,0.004,32.0,0.047,0.016,0.4,19.0
1453,2021-05-24,30,89,59,204,14,57,91861.0,20.5,0.0,1.6,0.004,82.0,0.04,0.02,0.4,30.0
1454,2021-05-25,22,81,29,114,19,85,93614.0,16.7,3.0,2.0,0.003,109.0,0.039,0.017,0.4,31.0
1455,2021-05-26,25,86,22,69,15,57,90026.0,17.9,0.0,0.8,0.003,37.0,0.035,0.022,0.4,10.0
1456,2021-05-27,21,55,24,88,11,40,91556.0,16.7,2.0,1.7,0.003,31.0,0.039,0.018,0.4,14.0
1457,2021-05-28,6,24,10,44,4,19,94136.0,15.4,27.5,1.5,0.003,37.0,0.032,0.021,0.5,16.0
1458,2021-05-29,13,42,27,108,8,32,89804.0,18.6,0.0,2.0,0.003,30.0,0.046,0.018,0.4,12.0
1459,2021-05-30,19,39,41,106,17,40,73882.0,20.8,10.5,1.1,0.003,33.0,0.047,0.016,0.4,14.0
1460,2021-05-31,37,65,53,126,25,41,90957.0,20.9,7.0,1.1,0.003,35.0,0.0409999999999999,0.027,0.4,15.0
1461,2021-06-01,45,68,49,82,15,35,90799.0,22.5,0.0,1.0,0.003,40.0,0.035,0.023,0.4,20.0
1462,2021-06-02,47,75,29,66,21,48,91460.0,24.4,0.0,1.1,0.003,41.0,0.044,0.023,0.4,22.0
1463,2021-06-03,18,37,26,62,3,22,88082.0,18.8,26.0,0.7,0.003,20.0,0.03,0.022,0.4,14.0
1464,2021-06-04,11,43,18,68,6,29,96847.0,19.0,3.0,1.7,0.003,22.0,0.044,0.017,0.4,8.0
1465,2021-06-05,15,41,14,49,7,25,90430.0,22.1,0.0,2.0,0.003,65.0,0.066,0.019,0.5,38.0
1466,2021-06-06,23,65,21,65,12,43,73035.0,23.2,0.0,1.4,0.003,56.0,0.063,0.016,0.4,30.0
1467,2021-06-07,32,61,30,95,21,46,91268.0,23.5,0.0,1.0,0.003,43.0,0.049,0.024,0.4,21.0
1468,2021-06-08,41,63,41,101,28,56,90723.0,24.9,0.0,0.8,0.003,43.0,0.046,0.019,0.4,25.0
1469,2021-06-09,36,60,34,84,27,52,91173.0,26.6,0.0,1.0,0.003,39.0,0.053,0.016,0.4,24.0
1470,2021-06-10,21,35,48,77,9,24,91143.0,25.1,1.5,1.0,0.003,41.0,0.05,0.0139999999999999,0.4,25.0
1471,2021-06-11,25,48,40,69,15,46,94124.0,23.6,13.5,1.4,0.002,20.0,0.065,0.009,0.4,15.0
1472,2021-06-12,49,91,41,89,32,81,88278.0,25.3,0.0,1.1,0.003,33.0,0.074,0.004,0.4,24.0
1473,2021-06-13,54,97,34,70,43,91,72311.0,24.8,0.0,1.5,0.003,43.0,0.103,0.004,0.4,33.0
1474,2021-06-14,43,54,16,22,22,32,90289.0,24.6,0.0,1.3,0.003,46.0,0.072,0.01,0.4,35.0
1475,2021-06-15,20,25,28,39,22,36,89545.0,22.5,2.0,1.3,0.003,27.0,0.044,0.009,0.4,16.0
1476,2021-06-16,29,48,24,42,19,33,91198.0,23.2,0.0,1.9,0.003,10.0,0.044,0.01,0.3,2.0
1477,2021-06-17,15,26,20,29,7,18,89280.0,21.9,0.0,1.3,0.003,13.0,0.0279999999999999,0.017,0.3,5.0
1478,2021-06-18,10,31,23,51,5,26,93014.0,21.4,2.5,1.4,0.003,14.0,0.025,0.018,0.4,7.0
1479,2021-06-19,15,50,19,54,8,34,89797.0,23.2,0.0,1.3,0.003,29.0,0.047,0.018,0.4,15.0
1480,2021-06-20,14,43,17,57,11,36,76737.0,24.5,0.0,1.8,0.003,30.0,0.054,0.015,0.4,16.0
1481,2021-06-21,23,65,24,72,18,65,93168.0,25.1,0.0,1.6,0.003,45.0,0.06,0.019,0.4,28.0
1482,2021-06-22,16,36,41,111,15,43,90177.0,23.4,0.0,1.1,0.003,23.0,0.038,0.023,0.4,11.0
1483,2021-06-23,26,50,31,90,18,33,87209.0,20.5,23.5,1.0,0.003,32.0,0.026,0.019,0.4,19.0
1484,2021-06-24,36,75,32,72,24,46,94549.0,22.8,0.0,1.0,0.003,31.0,0.03,0.018,0.4,14.0
1485,2021-06-25,45,96,30,64,30,49,102740.0,24.0,5.5,1.1,0.003,30.0,0.037,0.021,0.4,14.0
1486,2021-06-26,32,61,26,44,22,40,91068.0,22.7,11.5,0.9,0.003,19.0,0.036,0.018,0.4,10.0
1487,2021-06-27,37,70,38,66,26,48,76373.0,24.9,0.0,0.9,0.003,22.0,0.04,0.0139999999999999,0.4,13.0
1488,2021-06-28,43,77,43,75,32,53,97692.0,25.1,0.0,1.2,0.003,24.0,0.038,0.018,0.4,15.0
1489,2021-06-29,27,46,22,40,26,40,96636.0,23.7,0.0,1.0,0.003,25.0,0.037,0.019,0.4,16.0
1490,2021-06-30,27,44,24,46,14,27,97579.0,24.6,9.0,0.9,0.003,38.0,0.034,0.024,0.4,23.0
